categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE
Royal Savings Account,24,NPR,SAVING DEPOSIT,421655271.6,9/16/2018,4
Royal Savings Account,24,NPR,SAVING DEPOSIT,419134514.8,10/9/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,10/2/2018,12.34
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,99590702.93,9/22/2018,4
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,102249798.2,10/15/2018,4
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,89864318.07,10/10/2018,6
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,86817018.82,10/13/2018,6
Saving Account(Salary Min 0),19,NPR,SAVING DEPOSIT,1222922973,10/12/2018,6
Saving Account (Share Holder),39,NPR,SAVING DEPOSIT,122428710.7,8/31/2018,4.5
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3440267.96,9/16/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,6637666.75,10/4/2018,5
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,21118342.97,10/12/2018,6
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,10/11/2018,12.34
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,552549.04,10/5/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,31223529.78,8/25/2018,4
Savings Account,22,NPR,SAVING DEPOSIT,3569555607,10/21/2018,4
Uchcha Siksha Bachat.,51,NPR,SAVING DEPOSIT,86341383.28,8/29/2018,4
SUNDRY CREDITORS-STAFF VEHICLES,31,NPR,SAVING DEPOSIT,13043358.31,10/8/2018,4
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3958322.31,10/12/2018,4
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,81401124.08,9/24/2018,6
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,276177246.3,10/16/2018,5
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,491665.48,9/24/2018,4
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,1152503.1,9/9/2018,4
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3408762.96,9/22/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,26950213.19,10/3/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,5888450.68,9/28/2018,4
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2575783940,10/9/2018,4.5
MBL NRN SAVING DEPOSIT.,58,NPR,SAVING DEPOSIT,1137168.93,10/1/2018,4
Widow Allowance,22,NPR,SAVING DEPOSIT,11849925.18,10/5/2018,4
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3440267.96,9/15/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,5843450.68,10/1/2018,4
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1242388.13,8/31/2018,4
Widow Allowance,22,NPR,SAVING DEPOSIT,11490811.59,9/29/2018,4
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,86749671.4,9/13/2018,6
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,88537833.81,10/6/2018,6
SUNDRY CREDITORS-STAFF VEHICLES,31,NPR,SAVING DEPOSIT,13274591.32,9/2/2018,4
Savings Account,22,NPR,SAVING DEPOSIT,3330867924,9/18/2018,4
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,1637710.54,10/14/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,442744261,10/4/2018,4
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19819804.7,10/2/2018,6
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,499678350.9,8/31/2018,6
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,445628.04,9/4/2018,4
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,654703.56,10/22/2018,4
Savings Account,22,NPR,SAVING DEPOSIT,3334057196,9/21/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,446205906,10/7/2018,4
Staff Overdraft Scheme,18,NPR,SAVING DEPOSIT,58935.93,10/5/2018,6
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,782304700.6,9/1/2018,6
Pewa Bachat Account,23,NPR,SAVING DEPOSIT,4613418696,10/21/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,442302419.1,10/1/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,36949886.14,10/8/2018,4
Staff Overdraft Scheme,18,NPR,SAVING DEPOSIT,31165.6,9/3/2018,6
Savings Account(DAM),27,NPR,SAVING DEPOSIT,307153592.7,9/7/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3213719677,10/4/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,105507378.9,9/12/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,50408690.56,8/25/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3172943316,10/1/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,18053924.1,9/25/2018,4
Ekal Nari,22,NPR,SAVING DEPOSIT,4144823.44,9/19/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,20193560.6,10/18/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,26252235.27,10/5/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,529936051.3,9/29/2018,6
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,613803.48,10/19/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,5850930.68,10/10/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,4956678.48,9/27/2018,5
Ekal Nari,22,NPR,SAVING DEPOSIT,4135923.44,9/22/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,18884691.21,8/27/2018,4
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,2724202.57,9/18/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,17783144.5,9/19/2018,4
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,98564722.37,9/4/2018,4
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1724831.3,10/18/2018,4
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,130851866.2,9/5/2018,4
Ekal Nari,22,NPR,SAVING DEPOSIT,2792557.01,9/13/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,49652719.13,9/4/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,26167559.48,9/13/2018,4
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3308959.81,10/4/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,624886865.8,10/18/2018,6
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1785543.61,10/12/2018,4
MBL NRN SAVING DEPOSIT.,58,NPR,SAVING DEPOSIT,1137168.93,9/12/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,517757225.6,9/9/2018,6
Saving Account(Salary Min 0),19,NPR,SAVING DEPOSIT,959007152.1,8/29/2018,6
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,489196.76,9/29/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,104252108.8,9/9/2018,4
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,766715508.3,8/29/2018,6
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,8/30/2018,12.34
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3181500854,9/28/2018,4
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,140613817.8,9/27/2018,6
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,17971183.29,9/28/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,9/18/2018,12.34
Pewa Bachat Account,23,NPR,SAVING DEPOSIT,4289624528,8/30/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,6133691.75,10/6/2018,5
Royal Savings Account,24,NPR,SAVING DEPOSIT,415302847.1,9/28/2018,4
Pewa Bachat Account,23,NPR,SAVING DEPOSIT,4285125232,8/27/2018,4
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2564040932,10/16/2018,4.5
Savings Account(DAM),27,NPR,SAVING DEPOSIT,310405438.1,8/25/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,9/12/2018,12.34
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3242464352,10/17/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,622393465.4,10/21/2018,6
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,501665.48,9/10/2018,4
Uchcha Siksha Bachat.,51,NPR,SAVING DEPOSIT,85016482.09,10/3/2018,4
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,501665.48,9/7/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,9/15/2018,12.34
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,343101.04,10/16/2018,4
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,921741399,9/6/2018,6
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,3974278.79,9/14/2018,5
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,2647202.57,9/28/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,18258604.65,10/2/2018,4
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3388827.96,8/30/2018,4
Savings Account(DAM),27,NPR,SAVING DEPOSIT,320635145.1,10/16/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,455463249.6,10/20/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3092203251,9/9/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,50097969.83,10/3/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,129410573.6,10/21/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,107758487,9/28/2018,4
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,2184859.95,9/16/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3237289872,10/11/2018,4
Savings Account(DAM),27,NPR,SAVING DEPOSIT,315053657.5,9/23/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,19326889.42,10/8/2018,4
Pewa Bachat Account,23,NPR,SAVING DEPOSIT,4486697393,10/11/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,106681452.1,8/30/2018,4
Ekal Nari,22,NPR,SAVING DEPOSIT,5716664.58,9/29/2018,4
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,747718.04,9/17/2018,4
Savings Account(DAM),27,NPR,SAVING DEPOSIT,309093738.4,9/17/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,522362850.2,9/19/2018,6
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19327824.75,9/16/2018,6
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,948486757.6,8/31/2018,6
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2608401798,9/14/2018,4.5
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,88260097.35,9/29/2018,6
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,76575061.71,9/20/2018,6
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,624496.76,10/6/2018,4
Royal Savings Account,24,NPR,SAVING DEPOSIT,421422640.8,8/30/2018,4
Saving Account(Salary Min 0),19,NPR,SAVING DEPOSIT,983451666.9,9/8/2018,6
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,674471.04,9/20/2018,4
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,147705933.9,10/11/2018,4
Saving Account (Salary A/C),36,NPR,SAVING DEPOSIT,2787216186,9/18/2018,6
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2541483063,8/25/2018,4.5
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2574049038,9/17/2018,4.5
Ekal Nari,22,NPR,SAVING DEPOSIT,3931864.58,10/2/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,455579556,10/17/2018,4
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,914877317.6,9/3/2018,6
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,214553010.3,9/7/2018,5
Saving Account (Salary A/C),36,NPR,SAVING DEPOSIT,2787829818,9/27/2018,6
Savings Account,22,NPR,SAVING DEPOSIT,3358293511,10/1/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,50117703.83,10/6/2018,4
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,84311858.09,10/16/2018,6
Widow Allowance,22,NPR,SAVING DEPOSIT,9973683.89,9/19/2018,4
Staff Overdraft Scheme,18,NPR,SAVING DEPOSIT,83223.64,9/28/2018,6
Savings Account(PF),25,NPR,SAVING DEPOSIT,5995899.8,9/5/2018,4
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,239963728.2,9/23/2018,5
Saving Account (Share Holder),39,NPR,SAVING DEPOSIT,107322419.8,9/7/2018,4.5
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3235031.32,9/28/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,61730786.46,10/22/2018,4
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,1226359944,10/13/2018,6
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,4973705.56,10/6/2018,4
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,2637302.57,10/1/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,10/14/2018,12.34
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,2725002.57,9/15/2018,4
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1199488.13,9/16/2018,4
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,89770039.55,10/22/2018,6
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,957613615.2,10/2/2018,6
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,464335010.3,8/27/2018,4
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,97104864.13,9/10/2018,4
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,102368310.8,10/3/2018,4
Saving Account (Salary A/C),36,NPR,SAVING DEPOSIT,3307320168,10/13/2018,6
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,205163696.8,8/31/2018,5
Uchcha Siksha Bachat.,51,NPR,SAVING DEPOSIT,84853502.46,9/10/2018,4
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,1023604663,9/23/2018,6
MBL NRN SAVING DEPOSIT.,58,NPR,SAVING DEPOSIT,1137168.93,10/14/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,5988419.8,9/2/2018,4
Saving Account(Salary Min 0),19,NPR,SAVING DEPOSIT,1246731710,10/10/2018,6
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,83858932.22,9/7/2018,6
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,231722033.1,9/20/2018,5
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,51288479.75,9/2/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,515065041,9/24/2018,6
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,19429028.3,10/10/2018,4
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,2182927.56,9/28/2018,4
Ekal Nari,22,NPR,SAVING DEPOSIT,6037638.42,10/4/2018,4
Widow Allowance,22,NPR,SAVING DEPOSIT,10681664.71,8/26/2018,4
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,2218529.17,9/5/2018,4
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2601576267,9/22/2018,4.5
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,18805880.76,9/20/2018,4
Ekal Nari,22,NPR,SAVING DEPOSIT,3820093.99,9/14/2018,4
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,2218613.17,9/8/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,19077483.18,10/13/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3250551862,10/19/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,104940886.7,9/4/2018,4
Royal Savings Account,24,NPR,SAVING DEPOSIT,426245411.5,9/4/2018,4
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,171888041.5,9/20/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,440573012.7,9/26/2018,4
SUNDRY CREDITORS-STAFF VEHICLES,31,NPR,SAVING DEPOSIT,13243692.39,10/19/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,40865576.84,10/13/2018,4
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,88330719.76,10/7/2018,6
Ekal Nari,22,NPR,SAVING DEPOSIT,2779702.34,9/8/2018,4
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,335403.04,9/25/2018,4
Staff Overdraft Scheme,18,NPR,SAVING DEPOSIT,31165.6,9/4/2018,6
Savings Account(DAM),27,NPR,SAVING DEPOSIT,306796374.9,9/15/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,8/25/2018,12.34
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3130871034,9/18/2018,4
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,75374835.61,9/17/2018,6
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3974274.57,10/17/2018,4
Saving Account (Share Holder),39,NPR,SAVING DEPOSIT,102757794.5,10/19/2018,4.5
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,108544994.8,8/27/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,48879051.53,9/10/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,6036165.01,10/20/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,110156606.4,10/3/2018,4
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,185521517.2,10/22/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,18989883.66,9/14/2018,4
MBL NRN SAVING DEPOSIT.,58,NPR,SAVING DEPOSIT,1137168.93,10/15/2018,4
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19297730.54,9/14/2018,6
Saving Account (Disable),37,NPR,SAVING DEPOSIT,4702712.38,10/22/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,103914534.9,9/7/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,537326284.4,9/30/2018,6
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,83120856.44,9/5/2018,6
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3288115.96,9/1/2018,4
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,88213653.72,9/28/2018,6
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,70927571.8,8/30/2018,6
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,102515781,10/11/2018,4
Saving Account (Share Holder),39,NPR,SAVING DEPOSIT,108095359.8,9/22/2018,4.5
Saving Account (Salary A/C),36,NPR,SAVING DEPOSIT,3289714975,10/15/2018,6
Saving Account(Salary Min 0),19,NPR,SAVING DEPOSIT,1014854819,9/29/2018,6
Pewa Bachat Account,23,NPR,SAVING DEPOSIT,4353686392,9/17/2018,4
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,96970988.69,9/12/2018,4
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,239766004.4,10/1/2018,5
MBL NRN SAVING DEPOSIT.,58,NPR,SAVING DEPOSIT,1137168.93,10/9/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,6659279.05,10/11/2018,5
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3931906.56,10/16/2018,4
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,123854192.5,8/25/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,25403495.19,9/24/2018,4
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2551327276,10/8/2018,4.5
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1665943.61,10/10/2018,4
Saving Account (Salary A/C Min 100),38,NPR,SAVING DEPOSIT,619026563.7,10/13/2018,6
MBL NRN SAVING DEPOSIT.,58,NPR,SAVING DEPOSIT,1095025.37,9/10/2018,4
Royal Savings Account,24,NPR,SAVING DEPOSIT,419208850.7,10/13/2018,4
Uchcha Siksha Bachat.,51,NPR,SAVING DEPOSIT,85045482.09,10/4/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,107225992.2,8/29/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,25497976.49,9/21/2018,4
Partly Disability Allowance,22,NPR,SAVING DEPOSIT,489196.76,9/28/2018,4
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19430134.51,9/8/2018,6
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3206763464,10/16/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3137866315,9/23/2018,4
Royal Savings Account,24,NPR,SAVING DEPOSIT,426077773.1,9/20/2018,4
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1701143.61,10/7/2018,4
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,1196181945,10/11/2018,6
Widow Allowance,22,NPR,SAVING DEPOSIT,10573058.65,9/14/2018,4
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,47786181.62,9/18/2018,4
Savings Account,22,NPR,SAVING DEPOSIT,3363263620,9/10/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,5961450.68,9/23/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,10/6/2018,12.34
Saving Account(Salary Min 0),19,NPR,SAVING DEPOSIT,1205931212,10/8/2018,6
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,1177685800,10/8/2018,6
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,933514886.2,9/15/2018,6
MBL SMART BACHAT KHATA,49,NPR,SAVING DEPOSIT,809834649.3,9/9/2018,6
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,19523565.26,9/4/2018,4
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,950260766.9,9/1/2018,6
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,888957907.1,9/24/2018,6
Children Allowance Dalit,22,NPR,SAVING DEPOSIT,1230188.13,9/2/2018,4
Saving Account (Share Holder),39,NPR,SAVING DEPOSIT,126672462.8,10/8/2018,4.5
Savings Account (STAFF),21,NPR,SAVING DEPOSIT,96097898.78,10/11/2018,6
SUNDRY CREDITORS-STAFF VEHICLES,31,NPR,SAVING DEPOSIT,12319119.31,9/7/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3098049388,9/7/2018,4
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19824806.7,10/3/2018,6
Savings Account,22,NPR,SAVING DEPOSIT,3334044977,9/26/2018,4
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,281948.04,9/9/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,2445765.16,8/27/2018,5
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3333044.97,8/25/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,4278245.4,9/19/2018,5
Fully Disability Allowance,22,NPR,SAVING DEPOSIT,1545986.45,10/19/2018,4
Saving Account (Salary A/C),36,NPR,SAVING DEPOSIT,3316964989,10/18/2018,6
MBL PREMIUM SAVING ACCOUNT,48,NPR,SAVING DEPOSIT,212594017.2,9/5/2018,5
Elder People Allowance,22,NPR,SAVING DEPOSIT,31097629.78,8/26/2018,4
Savings Account(PF),25,NPR,SAVING DEPOSIT,5988419.8,8/28/2018,4
Uchcha Siksha Bachat.,51,NPR,SAVING DEPOSIT,84882013.01,9/2/2018,4
MBL STUDENT SAVING ACCOUNT,59,NPR,SAVING DEPOSIT,5554911.75,10/5/2018,5
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,99290552.74,9/15/2018,4
Saving Super Prem,55,NPR,SAVING DEPOSIT,164967.4,10/9/2018,12.34
REMITTANCE BACHAT KHATA,57,NPR,SAVING DEPOSIT,102633984.9,10/8/2018,4
Royal Savings Account,24,NPR,SAVING DEPOSIT,434037558.9,10/19/2018,4
Saving Account (Disable),37,NPR,SAVING DEPOSIT,3495038.32,9/23/2018,4
Staff Overdraft Scheme,18,NPR,SAVING DEPOSIT,98353.71,10/19/2018,6
ROYAL SAVING Account-15% TAX RATE,35,NPR,SAVING DEPOSIT,277778.04,9/15/2018,4
SAVING ACCOUNT (MIN. BAL=0),52,NPR,SAVING DEPOSIT,18544381.56,9/30/2018,4
Saving Account (CIAA),29,NPR,SAVING DEPOSIT,87677198.76,10/14/2018,6
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,172178373,10/6/2018,4
Widow Allowance,22,NPR,SAVING DEPOSIT,11028042.01,9/11/2018,4
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,2184859.95,9/18/2018,4
MACH SAVING DEPOSIT,54,NPR,SAVING DEPOSIT,460961302.5,9/10/2018,4
Elder People Allowance,22,NPR,SAVING DEPOSIT,26159911.97,9/27/2018,4
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2605060059,9/12/2018,4.5
Elder People Allowance Dalit,22,NPR,SAVING DEPOSIT,2234859.95,9/21/2018,4
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19484109.3,9/27/2018,6
Savings Account-15% TAX RATE,33,NPR,SAVING DEPOSIT,45943880.5,10/14/2018,4
Earthquake Victim NRA,22,NPR,SAVING DEPOSIT,158825281.8,10/9/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,122918119.9,10/16/2018,4
BALBALIKA BACHAT,56,NPR,SAVING DEPOSIT,107934529.5,9/23/2018,4
YUBA BACHAT KHATA,40,NPR,SAVING DEPOSIT,3103065609,9/10/2018,4
Savings Account(DAM),27,NPR,SAVING DEPOSIT,317513541.4,10/1/2018,4
Ekal Nari,22,NPR,SAVING DEPOSIT,5725664.58,9/27/2018,4
SAMMAN BACHAT,46,NPR,SAVING DEPOSIT,2562103915,9/9/2018,4.5
Special Salary Management Scheme,26,NPR,SAVING DEPOSIT,962847764.8,8/26/2018,6
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,18765732.89,9/24/2018,6
SALARY ACCOUNT (MIN. BAL=200),20,NPR,SAVING DEPOSIT,19849405.61,9/1/2018,6
